Id,SalePrice
1571,111287.52726977132
1572,134793.0783814548
1573,248261.52469394752
1574,118190.96681636851
1575,241053.03933119564
1576,257234.53473714716
1577,196777.65100639756
1578,147705.36856683763
1579,137971.47295210068
1580,210812.9332794305
1581,132838.21734830015
1582,129229.69992874912
1583,304686.5095610209
1584,227918.20791337546
1585,157805.18904949538
1586,50812.51888202713
1587,96289.29961464554
1588,139781.5564469956
1589,107837.790743544
1590,131878.99688148778
1591,76642.97374669823
1592,120178.56004367839
1593,150699.17005663132
1594,134564.47372183064
1595,124056.94731429662
1596,209331.8108848387
1597,167397.3994094832
1598,209765.17018338642
1599,200867.84350635088
1600,184099.71854381124
1601,24799.401757774758
1602,122138.42171889194
1603,54808.76901989605
1604,248917.28455838934
1605,272600.00286219013
1606,171570.37325425795
1607,164068.3425907048
1608,232301.3801595457
1609,196011.4500746245
1610,156793.8753609571
1611,164522.26516792248
1612,162847.2079988909
1613,170064.48353842995
1614,122113.13033384387
1615,70036.22664647491
1616,53497.27229601401
1617,56441.47077639471
1618,105458.97426070576
1619,154889.41609845427
1620,173212.64573416812
1621,136281.06625436177
1622,122640.51050072373
1623,257090.61071570264
1624,205843.40701742377
1625,117789.96188188985
1626,192074.48960888304
1627,194303.88349214674
1628,283546.824276156
1629,196189.7778588439
1630,305017.83299246687
1631,212906.44001742254
1632,228802.33564575913
1633,192870.94095790025
1634,196844.41678907548
1635,192506.835622877
1636,165266.15669815254
1637,196526.08404648246
1638,214359.32945122465
1639,199005.01688579924
1640,258969.61190014414
1641,198313.95639848744
1642,229451.69718137512
1643,226442.57585629157
1644,233919.86177146563
1645,237657.89989717107
1646,181265.41314833413
1647,177599.54974745226
1648,133213.41751229123
1649,127587.55529717973
1650,116006.5734540642
1651,109561.47814952175
1652,114972.1675794149
1653,115206.23772393854
1654,152330.280021235
1655,148884.82543616544
1656,140971.72136080253
1657,152875.4000644664
1658,144340.30683778843
1659,125525.67927324178
1660,137858.97816328227
1661,370495.58198290784
1662,329477.83411165304
1663,320734.7217435364
1664,411589.98983317334
1665,285849.51349068247
1666,294889.97744032834
1667,304119.75723807537
1668,309388.90865645814
1669,296232.09743358684
1670,310171.07645538123
1671,254778.74918099598
1672,372865.8475477046
1673,290636.93937178724
1674,255163.24478902027
1675,182686.48066906084
1676,193155.8362594872
1677,214473.99236585258
1678,382032.41961617256
1679,317459.4699576509
1680,273254.17007389944
1681,239188.45479186217
1682,289601.03662027
1683,190706.72431891377
1684,204873.5811950987
1685,180250.76620745438
1686,175337.79294099764
1687,184968.36613812612
1688,208361.78525451652
1689,207965.58716481354
1690,218463.36461714085
1691,207806.55622069852
1692,270017.11864995037
1693,184896.7879458001
1694,194728.580703657
1695,187361.54362124938
1696,278347.15433088434
1697,191060.71698289353
1698,327249.98844350525
1699,296011.17381502734
1700,247305.84251209663
1701,272927.52096268046
1702,255615.235153688
1703,258795.338815709
1704,281261.1712791722
1705,235916.7252370919
1706,362948.35638048686
1707,192517.30462639208
1708,200889.6264226475
1709,270225.91202414397
1710,228502.01265572396
1711,277724.456937633
1712,247505.78446898947
1713,266103.53521703917
1714,219016.18164944195
1715,207284.46852474997
1716,179471.71252919536
1717,191882.33124495076
1718,139987.09635454218
1719,212930.15913558064
1720,246953.65765383805
1721,178752.50374598184
1722,127726.07122360019
1723,163159.9493422486
1724,224677.25848580885
1725,235777.78165141807
1726,186833.82854357513
1727,147331.30554113525
1728,198535.7749832176
1729,168945.96624632494
1730,174410.63978333503
1731,120854.8723098283
1732,118092.36274244881
1733,105669.15619017265
1734,106147.26664722513
1735,126114.87430873106
1736,97031.02720552369
1737,329630.49219263066
1738,235634.2370709338
1739,266343.97144258895
1740,179872.8999554027
1741,182128.65432624018
1742,169736.4511993312
1743,181346.59855582367
1744,291181.15376422973
1745,213880.1629268165
1746,220733.58911760862
1747,227604.16809042578
1748,222873.78514993854
1749,154732.16588797013
1750,145454.4983852614
1751,250100.54654426698
1752,105469.77322271827
1753,148126.18344873528
1754,226571.20619437483
1755,162104.51582893904
1756,142952.40540823794
1757,94576.84955396701
1758,156082.86914473062
1759,178579.3590640087
1760,170136.88746227894
1761,167236.41872454144
1762,168541.9136538288
1763,171466.69000342966
1764,106775.81377407361
1765,191737.7517283432
1766,209617.36905501655
1767,248201.433114719
1768,135456.40853551065
1769,180946.94433583377
1770,155504.7346807219
1771,105007.20188134082
1772,115897.88967516704
1773,103687.72653296625
1774,137353.82945038343
1775,138179.6901077364
1776,141356.61641889683
1777,99342.6660278166
1778,135950.62609354046
1779,118756.67399560113
1780,198377.0482949136
1781,109611.96027917915
1782,44709.39476897265
1783,134521.1745961412
1784,84916.9692425913
1785,99643.0105302782
1786,148542.2704679278
1787,163896.7712642817
1788,29444.652549132006
1789,98151.5744702128
1790,34711.92905516934
1791,208138.57389522472
1792,160957.4696303917
1793,160435.09441664687
1794,178884.04635144875
1795,122765.29819884116
1796,130332.20892591041
1797,144073.4024557924
1798,99036.42162919336
1799,102157.83134978928
1800,104708.40409872297
1801,91025.49781290977
1802,156632.01747590804
1803,165701.69090477808
1804,134636.1378223697
1805,144557.8708787713
1806,132813.58977244596
1807,175293.297799545
1808,122637.40932827734
1809,124914.67873133963
1810,148327.41025800246
1811,63103.95406676084
1812,102620.86843545653
1813,109445.78408276115
1814,83058.6870466246
1815,16804.671978391474
1816,86162.45622900804
1817,96963.58979885385
1818,142955.91345884197
1819,124498.49844419898
1820,56561.51395148237
1821,114317.16993539582
1822,164875.26386375783
1823,31098.574804019416
1824,128609.94331297127
1825,130260.60985101911
1826,91314.2824570249
1827,94424.88019659463
1828,131521.36689000658
1829,178284.10683717055
1830,159200.8618695537
1831,177525.02409991028
1832,114646.70027196768
1833,152876.6349855658
1834,125063.48792647163
1835,120182.37603088946
1836,116235.47646370844
1837,101427.88483970135
1838,110993.48699797655
1839,77564.97483480489
1840,163858.45628004766
1841,132343.4508239607
1842,83878.55152180127
1843,110748.28054670629
1844,131714.47652863862
1845,133081.56806699268
1846,150227.20365812315
1847,144571.94845349353
1848,20808.140789126744
1849,126811.03046692291
1850,114914.96259953605
1851,139797.34088267095
1852,120075.24455890513
1853,111916.47984526271
1854,183986.01836153923
1855,155861.57157432602
1856,238287.43329103768
1857,141909.47807929048
1858,133350.6622829124
1859,120327.81022479257
1860,157262.81039161247
1861,119442.1206472785
1862,298610.99793498055
1863,297117.73713170807
1864,297129.365285659
1865,319761.1534492369
1866,310192.02303533396
1867,240068.0767584975
1868,275538.4634077358
1869,226083.37456479936
1870,253552.4700333901
1871,247898.85120055813
1872,177709.73355199525
1873,225374.731738689
1874,139234.83822635573
1875,207284.76493142464
1876,208668.98159597523
1877,219923.69639534096
1878,213087.55601967487
1879,105234.61817477702
1880,149521.27691570774
1881,246398.40425291506
1882,245985.0185179849
1883,194272.88221908815
1884,206597.1481130916
1885,254507.53759845986
1886,267488.1605475737
1887,235432.15390424442
1888,291381.653243982
1889,173039.91279941506
1890,104042.37294597842
1891,143537.13974013214
1892,67381.41647504608
1893,126495.77985427587
1894,103755.71762920648
1895,146622.68696766451
1896,115952.45458713605
1897,110982.43185866566
1898,115956.6355242579
1899,148698.9929329456
1900,150328.84435841476
1901,167272.1446327985
1902,135573.36743573856
1903,216342.38414633588
1904,128166.48335458932
1905,190219.67315574747
1906,154277.5581028395
1907,199591.4033244712
1908,132739.46760381327
1909,154854.66256556672
1910,136345.65638455248
1911,210153.26431004435
1912,275573.50245823734
1913,160008.22124466219
1914,47737.21096970339
1915,246942.47133504518
1916,22571.036221174174
1917,263686.7913823548
1918,144403.77330875222
1919,193257.8446991219
1920,174689.08757916058
1921,330169.7642902122
1922,293550.47085785586
1923,218951.20282846864
1924,223525.1998641038
1925,224057.72360485524
1926,332123.35664322367
1927,118837.17431655934
1928,163818.81462883728
1929,97379.95268982474
1930,127957.81984483369
1931,143402.24328117177
1932,138507.24285121087
1933,149342.93629878026
1934,185856.3128169697
1935,183499.6560936441
1936,183905.75031365047
1937,186909.255425461
1938,173791.73616393388
1939,234116.9939900377
1940,191152.9174178621
1941,181840.1456165564
1942,198061.66575869953
1943,202895.50756176363
1944,281324.4683748295
1945,323002.79125537095
1946,161286.83461132448
1947,264256.3782983188
1948,171635.52311135165
1949,248188.18264361809
1950,209508.78217566677
1951,261148.7941245354
1952,224383.96438201948
1953,198516.37833639013
1954,217377.8454421655
1955,134023.82907637476
1956,316766.0991723838
1957,174055.8417928348
1958,299518.1093812876
1959,128544.35301808373
1960,85198.55995719275
1961,119732.03621876531
1962,102225.69060164492
1963,115423.05737205932
1964,95417.35068787623
1965,133046.74469020113
1966,148126.1393031018
1967,273668.6011782561
1968,330167.56226210366
1969,325972.7453954362
1970,339670.0780459724
1971,393521.3720827794
1972,332971.7237860316
1973,271717.0721585705
1974,295646.1957051044
1975,411330.2137696601
1976,292701.47388464794
1977,331622.6765750584
1978,296952.51849485585
1979,292708.1851048663
1980,189143.25480999297
1981,300621.8125156129
1982,224455.87803776225
1983,205257.10916285624
1984,180714.35476360063
1985,243894.62197820016
1986,241711.23738646542
1987,195740.20981969486
1988,183378.93972442683
1989,207540.68071857898
1990,223553.62063854805
1991,216552.64036013896
1992,236120.75338975817
1993,188169.99455253955
1994,237402.9988110928
1995,198627.59768276045
1996,269991.0272921928
1997,281199.68886948866
1998,300300.14575841627
1999,266891.08407302795
2000,293488.53650242067
2001,268009.2382512948
2002,255054.12524610886
2003,261957.98109970347
2004,282763.71923135803
2005,224401.1564616483
2006,211714.151665673
2007,258042.47350435297
2008,218308.59491491725
2009,195880.03825735918
2010,209385.69566762156
2011,164171.40880302514
2012,182048.81778933143
2013,171025.94628418505
2014,184734.98082134442
2015,196405.14201261837
2016,194331.74509348173
2017,201841.27054867882
2018,108078.12815004995
2019,128502.08429798658
2020,74907.06715125043
2021,87082.04178892216
2022,185600.66211462172
2023,133705.85653600364
2024,266175.39175986487
2025,322412.2189842665
2026,175255.6961498392
2027,150314.95570653433
2028,165277.4886618188
2029,166101.5287844619
2030,253818.72394369112
2031,243810.68581205828
2032,232077.83352048427
2033,247530.7493029436
2034,174430.35903594305
2035,235754.54167325015
2036,219133.5807157926
2037,221818.72600329446
2038,290300.0623217083
2039,207240.3297614964
2040,331599.0288315804
2041,264537.01655777695
2042,209467.8770040666
2043,169685.28858768416
2044,189397.16159228946
2045,203775.81219975522
2046,125588.43977112172
2047,133276.7684824738
2048,139489.76902427373
2049,117834.43238120305
2050,180908.66699688009
2051,114935.29423091363
2052,138038.102041582
2053,137176.58788583742
2054,65805.47546901566
2055,151644.3179248058
2056,140498.2075755893
2057,95613.16395912587
2058,205308.98330134817
2059,132236.59809486486
2060,188171.87534880976
2061,195106.01764327835
2062,111454.98548833968
2063,103487.57228715846
2064,124523.87717010675
2065,119477.42431533744
2066,181538.1636855473
2067,119132.58772236959
2068,123108.19805508514
2069,71302.06281325174
2070,90983.35604557372
2071,64782.37933501555
2072,161263.60422705917
2073,129929.40945669764
2074,170088.56422626146
2075,142859.44116262102
2076,124320.90054135572
2077,116739.34228636452
2078,100349.92282951914
2079,141713.5091781813
2080,121673.62540046254
2081,112052.01003906515
2082,107298.12652235047
2083,136607.94038524
2084,89643.87526396522
2085,100325.41773651459
2086,152797.61200840876
2087,132111.74391526252
2088,102465.78844702279
2089,64659.619766311254
2090,115539.76717675442
2091,74387.96859560208
2092,146657.80348076776
2093,125204.64490051346
2094,142468.75005745853
2095,132578.68144806603
2096,77984.37783800659
2097,88215.42547881114
2098,149906.67161672201
2099,13836.651207270566
2100,60960.24166107143
2101,103166.76764509745
2102,139634.85088055825
2103,87996.71955173393
2104,131696.72248848306
2105,125246.56034010916
2106,30268.381827190286
2107,201191.74636282178
2108,118338.61866721895
2109,93525.63526781509
2110,116469.83775370021
2111,166861.1310185521
2112,120199.48729690898
2113,109704.05977665947
2114,111594.48130954022
2115,147746.42589749524
2116,121003.95559888438
2117,138487.37229533482
2118,126291.76741968759
2119,102826.97315148718
2120,115785.41563824436
2121,57774.65427325794
2122,73605.20808036008
2123,104405.11308208236
2124,185023.02087346755
2125,126818.85355406383
2126,144696.597834912
2127,170239.372227128
2128,127093.61957025796
2129,121242.83203676471
2130,119385.0742315742
2131,173921.12194507977
2132,128138.13729668653
2133,132974.14500471193
2134,129275.01790652156
2135,116009.40533994522
2136,28550.705584437237
2137,100700.17617656232
2138,134774.39056284248
2139,160403.6227351859
2140,133104.35358422005
2141,154832.60942416324
2142,107076.15109868732
2143,136629.9249271996
2144,95401.21549219487
2145,132678.82169587666
2146,184639.44542441878
2147,147482.32276035973
2148,167391.00392349146
2149,137381.86508223217
2150,229265.27254878043
2151,134321.9754160546
2152,169455.38577946683
2153,188263.579560222
2154,109019.51950507367
2155,139728.3880973499
2156,258915.03382728097
2157,241535.67585251166
2158,229184.30086509243
2159,217779.4112952639
2160,188826.0236849495
2161,255363.39641454478
2162,360968.75006212457
2163,317806.46963523165
2164,250271.2819762394
2165,205600.19299140025
2166,153376.82321790827
2167,217105.61183584353
2168,196113.96287269716
2169,196120.15953449823
2170,212334.58955712512
2171,156194.95849112433
2172,130977.96785129362
2173,193202.74963472586
2174,231177.0084328343
2175,296351.660343515
2176,284958.71391467773
2177,231936.21674429358
2178,230267.4928483799
2179,152038.683778311
2180,242439.6100801708
2181,193515.34178605967
2182,226619.59933444357
2183,189873.86652841477
2184,124277.61194566719
2185,122202.3928141169
2186,161242.20133927406
2187,163604.9185868156
2188,164846.48103742825
2189,255213.9109318644
2190,72123.12719839264
2191,73497.96481464582
2192,59459.38462390716
2193,110804.65416750766
2194,111106.56475260493
2195,80902.62721899641
2196,71881.58445350826
2197,89205.04800820339
2198,170979.69702131685
2199,195709.958724704
2200,151309.80068177579
2201,142409.62015412666
2202,202456.9850416541
2203,123168.4353831209
2204,140308.44291252398
2205,101255.07111616048
2206,141927.3422586118
2207,207957.74398097757
2208,248337.6310414552
2209,183975.90749518073
2210,134166.6254790452
2211,131977.8330534842
2212,115796.21869415801
2213,97638.36760611075
2214,125872.58450996934
2215,92489.58317453065
2216,133974.0321790959
2217,25289.05299512646
2218,72197.63264667953
2219,72612.76637104608
2220,43979.243524591904
2221,246495.7834005115
2222,230218.30103014258
2223,278066.0067737058
2224,238639.44944030407
2225,128072.75585234899
2226,179855.8735870045
2227,215232.28008074441
2228,272190.6688930347
2229,238430.27275229187
2230,146078.62214854953
2231,212826.68706062867
2232,196209.67246023414
2233,185743.58465184912
2234,248764.750305354
2235,207613.81896985543
2236,250943.46823686862
2237,294429.45816984144
2238,257873.19365234103
2239,131498.93951097096
2240,158939.2086228506
2241,145281.6462884714
2242,109249.2782562928
2243,102817.34256446373
2244,81406.54031263979
2245,84162.8029258413
2246,131526.7720170574
2247,129334.45962682844
2248,113746.92044439621
2249,109633.7712527836
2250,130562.21566876431
2251,102138.81166863616
2252,192521.35643093684
2253,165470.474479981
2254,184043.74304462434
2255,209680.84397176793
2256,187179.22291171132
2257,198701.7462123898
2258,177390.2270089644
2259,183814.57543152827
2260,169728.0839251622
2261,197304.19089048542
2262,207495.32950463658
2263,316359.26010532957
2264,368149.1010722562
2265,164591.97643133602
2266,250359.35719126416
2267,320320.7891229864
2268,353805.56102099805
2269,169090.82630214957
2270,202121.78786652372
2271,231585.00632085302
2272,236035.406531255
2273,170259.4976388975
2274,199077.5331185537
2275,175004.14867867948
2276,181665.51277783886
2277,198041.50068081636
2278,169481.69329836615
2279,97300.39547185996
2280,88378.43862108351
2281,158276.7556402597
2282,176776.90678285412
2283,110585.659170256
2284,95996.35416647187
2285,136836.38056856953
2286,113432.31975807273
2287,309496.8123252371
2288,256125.09084732528
2289,305789.0500160197
2290,345790.69680346246
2291,298553.49562525447
2292,365644.392577471
2293,358098.5756880692
2294,320328.379321703
2295,384596.43553599133
2296,237915.52608487732
2297,294431.722566074
2298,284826.3346714177
2299,311517.66341258213
2300,297873.5077896754
2301,280149.8783161077
2302,253097.8264222145
2303,248165.06775432616
2304,242894.22255437798
2305,184913.28150444455
2306,186324.06420671172
2307,193092.66735713603
2308,213830.4163277177
2309,260193.03573384043
2310,203425.832238083
2311,211101.9198226626
2312,185080.83344110684
2313,176948.46058225515
2314,191083.97276068386
2315,180444.92446466465
2316,215707.56554159708
2317,190050.54181480827
2318,171044.4421386253
2319,192364.1073601942
2320,189408.3141757776
2321,260160.35234415042
2322,201628.42567464942
2323,194484.82439449895
2324,208521.05975709995
2325,202528.1234252581
2326,190209.74691246147
2327,209707.97939933976
2328,222491.19993450423
2329,200141.77814438567
2330,191766.0864266248
2331,309213.7889131503
2332,343490.03574910597
2333,305523.99266732973
2334,253891.2241782667
2335,270813.0839393507
2336,292893.50828419067
2337,184880.0224402526
2338,269001.5236335697
2339,233890.28617381165
2340,355389.4870746408
2341,198208.84330391465
2342,244641.1433214366
2343,230875.82916958793
2344,236377.79056955455
2345,242035.9907663199
2346,204559.48015300138
2347,184223.0922385892
2348,233618.526589317
2349,171983.19288222864
2350,277645.45009399066
2351,227482.40598535817
2352,258018.76295862347
2353,247211.85900318227
2354,140695.2079295516
2355,157017.36391607835
2356,158940.98189589917
2357,202143.26824823883
2358,188742.27064230246
2359,125632.44001035392
2360,117501.67625189712
2361,141219.41843057354
2362,270668.6108398179
2363,148242.67611736292
2364,193650.51384692313
2365,223486.74204386747
2366,193590.05479433062
2367,209808.15009188652
2368,192761.05660648388
2369,195210.5380559701
2370,171683.07061547437
2371,142924.054871066
2372,180768.4713515432
2373,280213.8208069494
2374,291987.74080437
2375,232018.4482361446
2376,280283.05952455103
2377,304877.2881423936
2378,159237.3089105608
2379,224758.31404362153
2380,154032.25204874692
2381,180388.44991225773
2382,236547.8565326596
2383,217114.64641007036
2384,251873.4896529799
2385,179214.7016867255
2386,134174.31483851513
2387,119668.00599939632
2388,122050.75851678592
2389,130458.1052150093
2390,155377.1695262529
2391,129597.88351022243
2392,91161.26576150814
2393,182977.04237252264
2394,133234.11771126394
2395,207009.50576452096
2396,143608.5839956554
2397,220082.8239556821
2398,131186.7687335678
2399,36695.07733123051
2400,45656.95859938511
2401,109107.70501557132
2402,142611.10317137092
2403,138424.65108306706
2404,136401.98168689548
2405,170855.84564019926
2406,150103.9469021978
2407,116542.5747622049
2408,151262.11567138322
2409,106308.92472510203
2410,193005.41002665274
2411,109555.94935217826
2412,138431.2935754035
2413,110247.24968662416
2414,123113.75594811887
2415,119226.9375764567
2416,137321.5643222765
2417,116954.45937733538
2418,117059.79116311925
2419,94990.7738039305
2420,113924.00903906347
2421,121599.83481226163
2422,93880.93333226838
2423,109522.56456369115
2424,153358.52178878686
2425,230027.08321871795
2426,147964.26754197548
2427,111328.43163754372
2428,186719.85730714304
2429,93782.9382797894
2430,133869.7695362433
2431,93716.83005653182
2432,125514.07802488445
2433,129715.64210164943
2434,120210.64759565354
2435,141425.79652455705
2436,97421.7723578543
2437,94344.53386567673
2438,101520.34822507459
2439,112187.00023883837
2440,131650.7301590934
2441,98380.70946082543
2442,93644.20495154406
2443,136228.37956473185
2444,131132.7677298556
2445,58850.79212549492
2446,108938.68053941708
2447,202431.30103509733
2448,132567.07517422386
2449,110939.63981303433
2450,159490.3752514508
2451,106629.93863260746
2452,207964.47108068364
2453,78046.99624649645
2454,115595.63027949375
2455,140853.34659271175
2456,125164.84522653488
2457,113029.74374738452
2458,117985.87708533858
2459,87344.85003817547
2460,154337.8299792516
2461,112003.08083617734
2462,117462.16380524589
2463,135354.8085770656
2464,158576.3855123145
2465,139254.24874937488
2466,103485.8740350178
2467,169906.1913596182
2468,80135.83753948589
2469,78585.92334751016
2470,195008.86058696476
2471,216189.0383275014
2472,172281.13274280704
2473,93143.43500590255
2474,64279.88455874822
2475,241854.40069653746
2476,85186.3809183673
2477,79845.4276777315
2478,161265.56055298913
2479,102605.8317162455
2480,126530.36098765768
2481,114608.25736385258
2482,116532.57969928184
2483,90102.06111909496
2484,138910.62235458218
2485,117941.58876464353
2486,135605.53275306337
2487,194354.68916032324
2488,176407.0763530496
2489,162119.0362138655
2490,140727.37058914523
2491,89017.73797307699
2492,193330.7331275253
2493,148570.65614703577
2494,153336.41196087585
2495,80376.50920635369
2496,227008.18341663177
2497,145180.80597239314
2498,89173.37458162382
2499,69123.58472783351
2500,99011.86375912419
2501,120563.80789073184
2502,138068.32215348328
2503,70601.68121031136
2504,172220.2305363249
2505,230415.764616868
2506,258877.2085331953
2507,271529.16778052994
2508,259002.9451366968
2509,228843.8823401595
2510,228895.51130336756
2511,192241.28331393027
2512,205285.81095060892
2513,239618.04986630217
2514,277964.16426782636
2515,135582.72882964835
2516,180070.35605508275
2517,131901.57222007215
2518,138848.78669382515
2519,214903.98854408134
2520,226526.37648140872
2521,195227.7477435798
2522,232956.47957334667
2523,116585.57358636404
2524,128324.6913154039
2525,134069.09559903597
2526,119399.58299520914
2527,102823.67221464054
2528,114143.07711780514
2529,132081.0894807109
2530,115135.2018940493
2531,248758.277466062
2532,228745.98019938683
2533,210354.36807376798
2534,238111.42415341618
2535,272782.95905533247
2536,248262.97068131296
2537,246389.59358504973
2538,189837.50579464668
2539,205691.43973782705
2540,174612.8180651397
2541,197692.1807195989
2542,150137.54850891232
2543,117305.98164022807
2544,102229.57549025677
2545,146722.18803013046
2546,149675.3946461929
2547,163161.41529845702
2548,159112.62288240297
2549,160415.5422981223
2550,539252.5221852867
2551,140821.56607165583
2552,117872.90953869931
2553,66532.19887603843
2554,89232.82597334054
2555,123830.99703249917
2556,72657.73068274138
2557,103081.10114427283
2558,151105.0758814467
2559,98787.62184136384
2560,155212.9602499765
2561,153406.09944370552
2562,127080.18232380529
2563,132237.7468641193
2564,198410.43887750967
2565,155864.7193393507
2566,107389.47033373686
2567,100460.55312841735
2568,182648.8474506738
2569,191473.4564703498
2570,132775.5732289704
2571,145827.41512456303
2572,188057.51048579765
2573,219887.61085160985
2574,265737.5327156838
2575,136618.968496433
2576,135634.27460484183
2577,119109.8072252397
2578,81002.31539948634
2579,22391.012871252373
2580,98526.6309570137
2581,112851.7551233992
2582,121269.0906460511
2583,255484.57342910604
2584,181090.78565549315
2585,188742.25787055166
2586,230426.7639714093
2587,218368.73665605974
2588,131132.48765666015
2589,163175.02648563357
2590,215941.44078268087
2591,241953.93471394829
2592,209839.26984795718
2593,236237.94698481937
2594,189419.9006578736
2595,215313.83409486548
2596,307279.2391068456
2597,185072.00228211656
2598,262684.641829069
2599,314927.02130441205
2600,182621.6287343474
2601,155541.34328649566
2602,46027.05172114377
2603,61555.265686837956
2604,64087.883631466655
2605,47280.7418062177
2606,147467.75796535262
2607,224012.96229372034
2608,207283.87761644647
2609,172944.9787974297
2610,106170.2669333457
2611,113883.35840174486
2612,160963.1876925486
2613,128217.03601248935
2614,105903.17990961345
2615,172052.68713802844
2616,173320.0934892716
2617,188941.89169388823
2618,212920.2766972438
2619,218380.29314079694
2620,196208.056299587
2621,180454.80619058735
2622,189971.117876756
2623,231239.77166132396
2624,287686.22635631985
2625,240756.46223563165
2626,183818.37168367486
2627,176246.90212474554
2628,372618.2717512667
2629,371180.2815234824
2630,316923.99232828454
2631,377300.5114577145
2632,334044.8396118893
2633,269709.0097776146
2634,340936.1610744966
2635,169661.85629064892
2636,203403.05474341684
2637,192576.60482828133
2638,250490.4168925162
2639,204671.34119325457
2640,164767.9497326312
2641,84404.55514687009
2642,174723.74516283046
2643,118885.75430533336
2644,123438.38821113668
2645,103576.45814842847
2646,98921.99879923044
2647,109835.85084160976
2648,148567.3085209981
2649,141251.66195754474
2650,139495.4551526124
2651,135395.60128610046
2652,341118.9730199175
2653,258194.3907984665
2654,229494.0206749672
2655,341662.4875978392
2656,301038.6023813896
2657,295971.8962852515
2658,255514.61443529604
2659,281939.9859850493
2660,301869.7919651689
2661,313431.38320657844
2662,322500.8233776104
2663,286600.82904602145
2664,252084.69877958647
2665,316695.5279486466
2666,262050.60702949646
2667,181527.6240366008
2668,196330.9083350487
2669,172951.3718362907
2670,278661.4818478464
2671,198172.67825973476
2672,200527.48431637906
2673,205487.61018771096
2674,219164.80053985654
2675,170045.6364079886
2676,201228.10066030105
2677,209413.21070100856
2678,254908.70593952248
2679,277934.0644445219
2680,283638.8795104425
2681,350778.09727557027
2682,298429.6525885877
2683,409121.41962306504
2684,298992.67380600516
2685,316856.52318436606
2686,246574.00154836173
2687,276431.2112908948
2688,223893.2055089411
2689,206855.27608886315
2690,350278.5542417017
2691,180086.93614682904
2692,137855.44480771734
2693,195372.48167807958
2694,144961.74127329537
2695,207721.8695623777
2696,196021.8800990649
2697,182767.15558038
2698,211577.99820921896
2699,168621.7915950925
2700,143301.09363332833
2701,156291.13456069538
2702,122138.7886437343
2703,156856.93178622657
2704,154944.75752096786
2705,94583.19585263659
2706,90598.61819803051
2707,134950.94065005984
2708,100722.38905853499
2709,108808.03189659747
2710,110128.1347117303
2711,268825.02396429004
2712,340070.4187907218
2713,166064.7752761927
2714,146555.77686574473
2715,154683.5515399014
2716,143134.7406180245
2717,174532.13091266155
2718,212467.83011274808
2719,135096.4788708978
2720,220254.91038736538
2721,137423.41425465723
2722,172615.22686465643
2723,174821.80319547257
2724,105178.0316220345
2725,119693.14956033672
2726,115772.85727776401
2727,159625.12670992478
2728,182568.37887312123
2729,132095.7239685352
2730,131022.74766225135
2731,129624.84487041296
2732,108227.83869310352
2733,173975.1420607788
2734,150181.07540097646
2735,127024.81393036782
